CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
9011.39581271385,3417.1568403933547,16885.445528354972,576.0491237669661,-562.369856975666,-338.0030595065987,-327.5647954681394,-550.881061010424
8499.295026021899,3418.1626688338915,17253.064647499603,289.90210830581833,-562.9510022968651,-312.56677583258005,-340.4393995070099,-547.7071134869524
8396.812283802765,3279.134826608588,16867.83235477402,236.70495967298507,-560.8722901864224,-315.53955766794434,-397.6151584157442,-552.5127382584058
8752.741441294042,3409.043157639692,16866.133622296667,320.7251620724894,-562.2133947738048,-307.60468885926537,-395.60350153467067,-554.3679329376181
9001.136362620375,3212.750149533161,16982.42974176584,429.10876447610644,-559.9335169752547,-257.0226941718277,-360.399506115884,-553.786787616419
8581.527088971561,3507.368475637941,16838.79744045719,596.0315821189632,-558.5477089016264,-291.66789601253845,-328.23534776183055,-551.7751307353456
8776.702509921939,3513.1799288499315,17358.430764581608,561.2746215626371,-557.8324531216891,-322.4015428067173,-297.0993695914369,-548.020037890675
8374.482892422848,3231.5256137565143,17312.587339436253,441.20105750567063,-556.9830868830136,-350.2741664811472,-321.66393528365705,-554.9714300019401
8838.527431400265,3176.8756018206836,16506.315261501983,204.6749117776699,-552.9821248639896,-302.84376757405806,-277.80981527625414,-555.7090375250004
8968.458114174491,3262.594536697539,16291.2467891721,500.63434246983184,-554.8596712863249,-212.45331838448755,-267.19273729281053,-551.2386889003926
9108.46943309721,3244.1096451347858,16619.415081704563,423.5431804384697,-560.626421012069,-275.30642004647376,-262.76709215444873,-550.1658052304867
8958.533940227862,3226.78704421443,16371.377788268197,322.4909497792095,-557.6759909198279,-332.34806849646975,-270.6572574768816,-556.8936799105214
8987.881778948413,3012.4785311507303,16226.538492830903,582.6205362451396,-559.2182611953175,-326.8942431744482,-302.8661193171811,-557.4748252317205
8351.32648654738,3376.8566475425155,16525.04602223909,582.2182048689249,-553.6303254145578,-331.2081295971948,-302.10616005099774,-547.9976861475519
8265.629903413648,3490.828185726892,16751.156255671754,494.3758543953809,-552.6915522033901,-319.6969818888296,-342.2945941862222,-548.5564797256279
8550.100538140568,3442.86134498485,17016.449094799107,396.1846468558697,-560.8946419295455,-314.3996187686693,-342.3169459293452,-551.6186685334842
8458.436039592983,3321.603138542362,16559.82533453854,353.2916518027575,-558.2571362410268,-231.92168664465467,-294.0148290404575,-555.1502439469244
8373.544119211681,3246.5012816489507,16253.986433385995,340.2382338189026,-554.3008777082489,-245.7350638946929,-313.5279007868708,-552.4903865152828
8757.681176524233,3561.3702870232037,16333.536287160892,271.9313068348948,-558.5030054153802,-208.13943196174097,-327.27422280753984,-551.9092411940837
8241.73589001512,3602.1622182227507,16400.993847906222,387.10983914791575,-554.390284680741,-228.7924426074292,-385.4111066705648,-552.624496974021
8572.69815043796,3354.728421850706,16329.155345508776,301.03327638109187,-559.8217582596396,-316.29951693412767,-322.3344875773482,-552.1327586253142
9323.537905427092,3356.382450841811,16237.244977786839,336.3266787723707,-555.9102032131077,-329.5541006060899,-280.33556224915753,-545.2260700002951
8592.09946346876,3329.6721178097796,16122.178204189433,471.93470429984956,-557.139549084875,-296.36176206837666,-280.11204481792714,-546.0307327527245
8303.694921952183,3328.5992341398737,16821.74306045431,520.0356555006299,-557.743046149197,-234.6038958194194,-268.10915876085517,-547.7741687163215
8615.27822108735,3293.506997436702,16823.374737702292,573.2998593628323,-559.441778626548,-247.43379637204387,-261.04600793397475,-551.8421859647146
8523.680777769134,3074.571673546533,16267.598644947926,531.8150241264715,-557.2736595436131,-298.0828462888507,-313.9972873924546,-553.3621044970813
8667.916576142108,2969.5631843544948,16212.658060351496,538.0288087146764,-554.9937817450632,-278.45801582682225,-300.5638897755081,-552.3562760565445
8961.596129035719,3085.904007309914,16884.797327804405,446.67723457081524,-552.2445173409293,-256.5086040799978,-269.8749464675752,-553.4738632126965
8498.87034290256,3290.154235968246,16363.353512487025,346.58612886584575,-558.2124327547808,-184.3795290219503,-326.2683943670031,-549.1152733037038
8426.294232982053,3342.2561491880506,15997.120201416026,430.6733864947192,-557.4077700023514,-233.37454994765224,-329.2188244592443,-549.8752325698872
8012.876392178319,3087.4686293285267,16391.8519849689,472.4264426485564,-561.162862847022,-326.20133913763397,-302.06145656475167,-554.3008777082489
8003.332197864782,2935.387369119368,16408.772254513042,572.0705134910652,-554.1220637632646,-315.9865925304051,-338.2489286809521,-549.4952529367955
7787.190841864994,3156.8931434686865,16265.385822378745,542.8344334861299,-558.950040277841,-308.27524115295654,-280.04498958855805,-550.366970918594
8975.320099313265,2995.3570959184826,16176.224719060941,293.34427674676635,-562.7274848656347,-284.6270969287811,-263.75056885186245,-554.5020433963563
8599.810814846207,3359.6234535946523,16014.755726740104,265.8292809623051,-556.2231276168303,-264.7340455492762,-260.7554352733752,-552.2445173409293
8396.387600683427,3496.2149558195447,16302.601474678606,229.23947746988998,-559.2182611953175,-346.161445746508,-334.56089106565065,-554.926726515694
8399.762713895005,3566.3994292258876,15918.285603421067,531.524451465872,-559.0394472503332,-332.05749583587027,-370.0778108881599,-553.4738632126965
8205.459010926426,3091.4472396044275,16158.70095245248,580.2065479878514,-554.4573399101102,-308.5881655566791,-338.85242574527416,-553.3397527539582
8323.029179753612,3109.730965479074,16438.567128096052,372.2906334573408,-559.6205925715323,-304.16252041831734,-304.6989622532703,-552.9150696346205
8748.204037440064,3247.3729996307493,16526.476533798967,356.9573376749359,-561.162862847022,-371.79889510863393,-279.41914078111296,-549.7411221111489
8273.788289653558,3133.535571905111,16741.768523560077,376.4927611644722,-554.6808573413406,-383.15358061513786,-376.0457263020114,-548.8694041293504
8782.424556161437,3125.5112961239397,16682.245831623426,324.9496415227438,-558.6147641309955,-352.75520996780455,-363.57345363935553,-550.5681366067014
8634.791292833763,2889.9015718639835,17448.195364963733,211.46984168707382,-558.0336188097965,-315.0478193192375,-293.16546280178204,-550.0540465148715
8333.020408929611,3145.4043475034446,16750.195130717464,313.08086592441003,-556.4913485343068,-338.87477748839717,-245.220973802863,-554.6585055982175
8666.843692472201,3188.2749908134333,16565.569732521162,384.62879566125844,-557.5418804610896,-302.46378794096637,-242.20348848125272,-549.2940872486881
8566.797290253478,2961.024818481494,16393.349551758143,422.2914828235795,-550.881061010424,-258.0955778417336,-296.22765160963843,-548.8470523862273
8703.96993779957,2804.8755410239423,16258.009747148142,255.12279600636936,-555.1055404606783,-294.4618639029183,-315.4054472092061,-552.7139039465131
8726.053460005132,3250.09991229176,16563.535723896963,303.2237472071497,-559.9111652321318,-294.19364298544184,-316.70184831034237,-555.8654997268617
8441.49341830572,3167.309055764023,16745.09893328541,282.59308830458457,-559.9558687183778,-266.924516375334,-315.74072335605166,-552.2221655978063
8236.751451298682,3486.715464992253,16648.405292535143,180.6020844341567,-559.0841507365793,-222.33278884487086,-306.4647499599904,-547.5506512850911
8170.277367250763,3138.877638511517,16275.846438160328,214.0849956324694,-555.5302235800161,-248.3055143538424,-247.36674114267475,-550.903412753547
8253.358796439099,3311.813075054471,16057.782832251954,348.59778574691927,-554.2338224788798,-362.0758868501119,-257.7155982086419,-552.1104068821911
8619.592107510098,3231.927945132729,16364.806375790024,408.0981259404496,-562.8392435812499,-318.4899877601855,-341.13230354382415,-557.6983426629508
8296.587067639057,2891.265028194489,16393.416606987514,332.34806849646975,-557.6312874335817,-289.16450078275807,-358.3431457485643,-549.6517151386568
8066.364113471754,2863.03477663009,16634.591915285106,456.3778910862143,-558.9276885347181,-255.61453435507622,-335.0973329006036,-544.9354973396955
8084.13374925457,3318.49624624826,16491.451352325163,354.1186662983099,-554.9714300019401,-311.2703747314438,-316.29951693412767,-550.0316947717484
7872.350983163773,3213.644219258083,15746.42305054802,261.3142288514512,-552.6692004602671,-285.49881491057965,-303.71548555585656,-551.6186685334842
8140.236624493398,2969.9878674738325,16322.427470828741,338.67361180028985,-560.3805518377155,-304.56485179453205,-300.7650554636154,-550.5457848635783
8367.777369485937,3024.146141060957,16815.19399971926,351.9952507016212,-557.8101013785661,-305.4812732625767,-260.04017949343796,-553.9879533045264
8506.872266940609,2823.1816186417113,16153.582403277303,301.25679381232226,-555.7760927543695,-232.88281159894538,-270.38903655940516,-556.1337206443382
8361.25066049401,2922.155137190529,15867.70360873363,309.05755216226294,-561.2299180763911,-276.98280078070167,-270.43374004565123,-557.2289560573671
8622.028447510507,3042.2734047337417,16352.512917072352,260.19664169529926,-553.786787616419,-340.3723442776408,-303.0225815190424,-551.7751307353456
8485.571055744353,3026.7836467494753,16469.859568468306,240.57181123327086,-549.9646395423794,-301.122683353584,-319.83109234756785,-552.624496974021
8321.1739850744,2741.642459728864,16525.649519303413,261.3589323376973,-550.2999156892249,-291.9361169300149,-306.21888078563694,-552.8927178914975
8568.473670987707,2974.704085272794,16116.366750977444,170.9237796618807,-550.2328604598558,-301.7708839041522,-291.84670995752276,-551.6186685334842
8424.95312839467,2839.2078184609304,15803.12942285117,60.34970643220583,-553.4738632126965,-296.9652591326987,-233.50866040639048,-550.2328604598558
8623.14603466666,2847.6567773614393,16476.341573973987,92.5585682725053,-560.04527569087,-286.54934683736246,-293.74660812298106,-547.1259681657534
8392.431342150649,3426.6116277344004,16121.887631528834,122.68871800236214,-560.8499384432994,-303.4472646383801,-317.32769711778747,-542.0744742199465
8456.402030968786,3238.074674491565,15988.98416691924,273.49592885350756,-560.1123309202391,-256.061569217537,-291.8020064712767,-550.2328604598558
8412.257338300784,2997.5699184876635,16474.75460021225,353.9175006102026,-554.904374772571,-237.19669802169193,-263.72821710873944,-550.0763982579946
8303.024369658493,2965.8080915098244,16558.26071251993,466.81615512467357,-559.7994065165166,-273.47357711038455,-314.51137748428454,-556.0219619287229
8419.65576527451,3267.4672166983614,16120.770044372683,287.0857886723154,-552.2445173409293,-287.2422508741767,-276.6475246338561,-552.5127382584058
8438.654746929093,3109.5968550203356,16158.589193736865,327.49774023877023,-556.8266246811523,-342.8757395074212,-266.7904059165958,-550.0093430286254
8176.915834958306,3056.332651158133,16565.837953438637,395.42468758968636,-556.7819211949063,-339.8359024426879,-297.3675905089134,-546.3883606426931
7855.63187930774,2846.1815623153184,16705.938679333845,229.46299490112037,-551.3504476160077,-273.69709454161494,-294.97595399474824,-547.1259681657534
7601.447856512538,2977.2745357319436,16297.974663852136,196.2259528771611,-549.4505494505495,-307.58233711614236,-229.77591930484292,-544.8013868809574
7928.789134549446,2931.6099245315745,16238.787248062328,445.7831648458937,-552.1774621115602,-295.73591326093157,-271.1713475687115,-548.601183211874
8213.036251845137,3022.9167951891895,16177.007030070248,442.1398307168383,-557.3407147729822,-295.8923754627928,-266.81275765971884,-552.8480144052514
8242.719366712532,3160.67058805648,15907.489711492639,173.4271748916611,-558.8382815622259,-331.8563301477629,-260.48721435589874,-550.6128400929475
8098.3941613670695,2971.820710409922,15602.12019694568,328.1906442755845,-557.4301217454744,-331.09637088157956,-297.99343931635855,-551.2610406435156
8362.748227283253,2718.9777922021026,15768.551276239828,554.2338224788798,-558.2124327547808,-298.8875090412801,-342.2498906999761,-553.0715318364818
7998.794794010805,3087.2004084110504,16037.018062890651,517.4652050414803,-551.6857237628534,-334.0915044600668,-341.55698666316187,-551.5069098178691
7862.158588299667,2982.5271953658576,16350.009521842572,397.68221364511334,-550.6128400929475,-261.06835967709776,-292.8078349118134,-555.6866857818774
7746.600076353555,2833.91045534077,16284.98830109765,459.75300429779315,-553.1162353227279,-329.5541006060899,-314.6007844567767,-547.2377268813685
7660.322347898623,3132.4179847489586,15733.302577334796,302.7767123446889,-550.1211017442406,-370.10016263128296,-292.2043378474914,-541.4486254125014
7777.423130120225,3231.413855040899,15881.628744699283,427.7676598887241,-557.3854182592283,-321.7533422561492,-240.86238389387037,-551.6857237628534
7833.637764074669,3201.306057054165,15856.281867997757,322.8262259260551,-554.5243951394793,-303.6037268402414,-247.5679068307821,-555.2843544056626
8230.247094049877,3054.2539390476904,15656.636098422772,403.18074245338096,-552.624496974021,-349.96124207742463,-293.27722151739727,-555.9102032131077
8100.472873477512,2946.831461598364,15946.269985811112,346.2285009758771,-548.8694041293504,-299.1110264725105,-299.2227851881257,-552.8480144052514
8181.855570188497,2955.7721588475797,15869.31293423849,269.4949668344836,-545.762511835248,-292.87489014118256,-289.3656664708654,-549.0258663312117
8239.83599184966,2776.064144138345,16122.37936987754,234.80506150752674,-558.0336188097965,-389.3450134602197,-272.1771760092483,-547.8412239456907
8008.651912728065,3012.7020485819608,16165.76410327936,204.02671122710177,-560.604069268946,-326.42485656886436,-301.01092463796886,-549.204680276196
8153.401801192868,2859.8161256203725,16201.459837046854,430.13694465976624,-558.5700606447494,-308.3646481254487,-323.0720951004085,-543.6390962385593
8299.738663419406,2592.2210569513472,16083.688502531557,521.9802571523343,-556.9160316536445,-317.3500488609105,-277.40748390003944,-548.668238441243
8360.289535539718,2772.554920468028,16086.303656476952,196.2259528771611,-551.9986481665759,-309.6163457403389,-225.32792242335813,-548.1094448631671
7995.866715661687,2918.802375722073,15724.786563204918,217.63892278903265,-552.9374213777436,-298.7533985825419,-270.21022261442084,-548.8917558724735
7837.61637435057,2814.4867905668493,15606.054103735334,501.327246506646,-556.647810736168,-295.3112301415938,-269.80789123820614,-545.2931252296642
7876.463703898412,2987.1093027060806,15662.849883010977,409.32747181221674,-552.4009795427907,-312.87970023630265,-265.58341178795166,-551.3504476160077
8223.183943222997,3195.427548612806,15300.416368270895,448.68889145188876,-554.3008777082489,-387.8697984140991,-221.39401563370322,-552.5574417446519
8086.525385768736,2978.9956199524177,15821.569610927678,314.9584123467453,-548.9811628449656,-331.0069639090874,-269.24909766013013,-552.065703395945
8101.3669432024335,2964.0870072893504,16678.37898006314,337.31015546978443,-550.344619175471,-326.82718794507906,-248.68549398693406,-551.9986481665759
7712.893647724011,2940.662380496405,16110.220021618605,279.82147215732766,-555.9772584424769,-309.03520041913987,-287.0857886723154,-553.4738632126965
7639.691688996058,3081.1207342815837,16348.646065512066,411.4508874089055,-553.5632701851887,-279.64265821234335,-291.980820416261,-548.8694041293504
7962.42850794962,2749.4655698219285,15779.503630370118,435.0766798899579,-557.0724938555057,-263.90703105372376,-320.3451824393977,-549.8081773405181
7708.266836897543,2773.9183767985332,15740.566893849784,364.37811639178494,-556.044313671846,-266.83510940284185,-271.26075454120365,-554.7032090844637
7648.7217932177655,3053.963366387091,15498.49751582727,199.57871434561696,-553.0044766071127,-271.1266440824654,-239.49892756336496,-554.3008777082489
7924.5870068423155,2850.2048760774655,15959.010479391245,394.37415566290355,-553.0715318364818,-273.71944628473796,-251.3900549048218,-550.0316947717484
